Datum / Uhrzeit,Netzbezug [W],Netzeinspeisung [W],Erzeugung [W],Speicher Beladung [W],Speicher Entladung [W],Verbrauch [W],Ladezustand [%]
18.08.2023 19:15:00 +0200,0,370,685,0,28,343,100
18.08.2023 19:30:00 +0200,0,103,421,0,34,352,100
18.08.2023 19:45:00 +0200,18,0,234,0,1281,1533,98
18.08.2023 20:00:00 +0200,0,3,94,0,637,728,95
18.08.2023 20:15:00 +0200,17,0,39,0,362,418,94
18.08.2023 20:30:00 +0200,0,7,23,0,432,448,93
18.08.2023 20:45:00 +0200,28,0,18,0,431,477,92
18.08.2023 21:00:00 +0200,0,10,12,0,475,476,91
18.08.2023 21:15:00 +0200,0,19,4,0,429,414,89
18.08.2023 21:30:00 +0200,3,0,0,0,431,433,88
18.08.2023 21:45:00 +0200,22,0,0,0,373,396,87
18.08.2023 22:00:00 +0200,4,0,0,0,481,485,86
18.08.2023 22:15:00 +0200,0,31,0,0,488,457,85
18.08.2023 22:30:00 +0200,0,14,0,0,497,483,83
18.08.2023 22:45:00 +0200,4,0,0,0,413,417,82
18.08.2023 23:00:00 +0200,8,0,0,0,459,467,81
18.08.2023 23:15:00 +0200,0,4,0,0,460,457,80
18.08.2023 23:30:00 +0200,4,0,0,0,376,380,79
18.08.2023 23:45:00 +0200,0,6,0,0,351,345,78
19.08.2023 00:00:00 +0200,0,10,0,0,362,351,77
19.08.2023 00:15:00 +0200,0,25,0,0,460,435,76
19.08.2023 00:30:00 +0200,0,31,0,0,424,393,74
19.08.2023 00:45:00 +0200,0,7,0,0,424,417,73
19.08.2023 01:00:00 +0200,0,35,0,0,424,388,72
19.08.2023 01:15:00 +0200,0,19,0,0,443,423,71
19.08.2023 01:30:00 +0200,0,24,0,0,440,416,70
19.08.2023 01:45:00 +0200,1,0,0,0,383,385,69
19.08.2023 02:00:00 +0200,0,5,0,0,399,394,68
19.08.2023 02:15:00 +0200,0,14,0,0,422,408,67
19.08.2023 02:30:00 +0200,0,17,0,0,555,538,65
19.08.2023 02:45:00 +0200,18,0,0,0,1560,1578,62
19.08.2023 03:00:00 +0200,0,14,0,0,717,703,59
19.08.2023 03:15:00 +0200,0,4,0,0,421,417,57
19.08.2023 03:30:00 +0200,29,0,0,0,335,364,57
19.08.2023 03:45:00 +0200,6,0,0,0,387,393,56
19.08.2023 04:00:00 +0200,18,0,0,0,347,365,55
19.08.2023 04:15:00 +0200,16,0,0,0,414,430,54
19.08.2023 04:30:00 +0200,0,32,0,0,462,430,52
19.08.2023 04:45:00 +0200,0,31,0,0,466,435,51
19.08.2023 05:00:00 +0200,3,0,0,0,467,470,50
19.08.2023 05:15:00 +0200,15,0,0,0,400,415,48
19.08.2023 05:30:00 +0200,9,0,0,0,367,377,48
19.08.2023 05:45:00 +0200,0,30,3,0,363,336,47
19.08.2023 06:00:00 +0200,2,0,17,0,313,332,46
19.08.2023 06:15:00 +0200,0,7,33,0,286,313,45
19.08.2023 06:30:00 +0200,0,3,66,0,255,318,44
19.08.2023 06:45:00 +0200,0,11,102,0,257,348,43
19.08.2023 07:00:00 +0200,0,6,159,0,150,302,43
19.08.2023 07:15:00 +0200,0,13,224,0,88,299,43
19.08.2023 07:30:00 +0200,0,20,300,48,0,232,42
19.08.2023 07:45:00 +0200,0,95,301,18,0,188,42
19.08.2023 08:00:00 +0200,0,187,376,0,65,254,42
19.08.2023 08:15:00 +0200,1,0,421,0,857,1278,40
19.08.2023 08:30:00 +0200,0,96,490,0,950,1344,37
19.08.2023 08:45:00 +0200,0,549,567,26,0,-9,36
19.08.2023 09:00:00 +0200,0,707,781,83,0,-9,36
19.08.2023 09:15:00 +0200,0,261,997,759,0,-23,37
19.08.2023 09:30:00 +0200,0,657,1364,763,0,-56,39
19.08.2023 09:45:00 +0200,0,849,1586,760,0,-24,41
19.08.2023 10:00:00 +0200,0,1451,2121,760,0,-90,43
19.08.2023 10:15:00 +0200,0,829,1667,759,0,79,45
19.08.2023 10:30:00 +0200,0,1242,2072,760,0,69,47
19.08.2023 10:45:00 +0200,0,2111,2863,761,0,-9,49
19.08.2023 11:00:00 +0200,0,1933,2750,758,0,59,51
19.08.2023 11:15:00 +0200,0,2251,3115,757,0,107,53
19.08.2023 11:30:00 +0200,0,3123,3920,757,0,38,55
19.08.2023 11:45:00 +0200,0,3829,4584,757,0,-3,57
19.08.2023 12:00:00 +0200,0,4088,4903,756,0,58,59
19.08.2023 12:15:00 +0200,0,3542,4508,755,0,212,61
19.08.2023 12:30:00 +0200,0,4501,5473,771,0,201,64
19.08.2023 12:45:00 +0200,0,1690,2846,754,0,403,66
19.08.2023 13:00:00 +0200,0,1277,2423,756,0,392,68
19.08.2023 13:15:00 +0200,0,186,1453,754,0,514,70
19.08.2023 13:30:00 +0200,31,0,1037,611,0,457,72
19.08.2023 13:45:00 +0200,0,23,1181,688,0,470,73
19.08.2023 14:00:00 +0200,0,95,1293,764,0,434,75
19.08.2023 14:15:00 +0200,18,0,1140,706,0,452,77
19.08.2023 14:30:00 +0200,25,0,1126,763,0,389,79
19.08.2023 14:45:00 +0200,43,0,854,478,0,420,81
19.08.2023 15:00:00 +0200,45,0,500,68,0,477,82
19.08.2023 15:15:00 +0200,12,0,455,0,1144,1611,80
19.08.2023 15:30:00 +0200,0,16,485,0,278,747,78
19.08.2023 15:45:00 +0200,16,0,685,161,0,541,78
19.08.2023 16:00:00 +0200,33,0,627,87,0,572,79
19.08.2023 16:15:00 +0200,35,0,663,279,0,419,79
19.08.2023 16:30:00 +0200,19,0,348,0,52,420,79
19.08.2023 16:45:00 +0200,0,9,221,0,211,424,79
19.08.2023 17:00:00 +0200,0,2,304,0,147,449,79
19.08.2023 17:15:00 +0200,0,7,355,0,78,425,78
19.08.2023 17:30:00 +0200,0,2,368,0,102,468,78
19.08.2023 17:45:00 +0200,10,0,324,0,124,458,78
19.08.2023 18:00:00 +0200,8,0,186,0,369,562,77
19.08.2023 18:15:00 +0200,2,0,204,0,290,496,76
19.08.2023 18:30:00 +0200,9,0,161,0,307,477,76
19.08.2023 18:45:00 +0200,20,0,62,0,355,437,75
19.08.2023 19:00:00 +0200,2,0,36,0,406,444,74
19.08.2023 19:15:00 +0200,18,0,36,0,365,419,73
19.08.2023 19:30:00 +0200,0,10,37,0,414,441,72
19.08.2023 19:45:00 +0200,0,7,36,0,491,521,70
19.08.2023 20:00:00 +0200,0,10,21,0,524,535,69
19.08.2023 20:15:00 +0200,0,28,31,0,504,506,68
19.08.2023 20:30:00 +0200,11,0,26,0,486,522,66
19.08.2023 20:45:00 +0200,0,20,14,0,577,570,65
19.08.2023 21:00:00 +0200,10,0,1,0,1531,1542,62
19.08.2023 21:15:00 +0200,0,14,0,0,923,909,58
19.08.2023 21:30:00 +0200,0,13,0,0,632,620,56
19.08.2023 21:45:00 +0200,0,2,0,0,645,643,54
19.08.2023 22:00:00 +0200,0,12,0,0,716,704,53
19.08.2023 22:15:00 +0200,0,7,0,0,713,706,50
19.08.2023 22:30:00 +0200,2,0,0,0,678,680,48
19.08.2023 22:45:00 +0200,0,13,0,0,687,673,47
19.08.2023 23:00:00 +0200,2,0,0,0,517,519,45
19.08.2023 23:15:00 +0200,0,14,0,0,588,574,43
19.08.2023 23:30:00 +0200,0,3,0,0,458,455,42
19.08.2023 23:45:00 +0200,0,11,0,0,499,489,41
20.08.2023 00:00:00 +0200,1,0,0,0,508,508,39
20.08.2023 00:15:00 +0200,0,2,0,0,2003,2001,35
20.08.2023 00:30:00 +0200,0,7,0,0,631,624,31
20.08.2023 00:45:00 +0200,0,19,0,0,615,597,29
20.08.2023 01:00:00 +0200,0,1,0,0,860,859,28
20.08.2023 01:15:00 +0200,0,1,0,0,720,719,24
20.08.2023 01:30:00 +0200,5,0,0,0,464,470,22
20.08.2023 01:45:00 +0200,0,17,0,0,436,419,21
20.08.2023 02:00:00 +0200,0,15,0,0,413,397,19
20.08.2023 02:15:00 +0200,0,3,0,0,465,462,18
20.08.2023 02:30:00 +0200,20,0,0,0,1569,1589,14
20.08.2023 02:45:00 +0200,0,12,0,0,922,910,9
20.08.2023 03:00:00 +0200,0,19,0,0,474,455,7
20.08.2023 03:15:00 +0200,0,18,0,0,472,454,6
20.08.2023 03:30:00 +0200,0,10,0,0,483,473,4
20.08.2023 03:45:00 +0200,2,0,0,0,386,389,4
20.08.2023 04:00:00 +0200,402,0,0,19,0,383,4
20.08.2023 04:15:00 +0200,430,0,0,22,0,408,4
20.08.2023 04:30:00 +0200,406,0,0,22,0,384,3
20.08.2023 04:45:00 +0200,466,0,0,21,0,445,3
20.08.2023 05:00:00 +0200,510,0,0,21,0,489,3
20.08.2023 05:15:00 +0200,483,0,0,21,0,462,3
20.08.2023 05:30:00 +0200,426,0,0,22,0,405,3
20.08.2023 05:45:00 +0200,0,24,0,0,422,398,3
20.08.2023 06:00:00 +0200,354,0,1,12,0,344,2
20.08.2023 06:15:00 +0200,0,4,30,0,305,331,2
20.08.2023 06:30:00 +0200,0,25,42,0,300,317,2
20.08.2023 06:45:00 +0200,2,0,77,0,321,401,1
20.08.2023 07:00:00 +0200,0,4,123,0,235,354,1
20.08.2023 07:15:00 +0200,0,3,198,0,127,321,1
20.08.2023 07:30:00 +0200,0,1,193,0,157,349,1
20.08.2023 07:45:00 +0200,16,0,357,79,0,294,0
20.08.2023 08:00:00 +0200,33,0,522,324,0,230,1
20.08.2023 08:15:00 +0200,26,0,716,449,0,293,2
20.08.2023 08:30:00 +0200,33,0,862,624,0,272,3
20.08.2023 08:45:00 +0200,29,0,953,710,0,271,5
20.08.2023 09:00:00 +0200,39,0,689,399,0,328,7
20.08.2023 09:15:00 +0200,31,0,1067,686,0,411,8
20.08.2023 09:30:00 +0200,29,0,1258,250,0,1036,10
20.08.2023 09:45:00 +0200,36,0,1465,789,0,712,11
20.08.2023 10:00:00 +0200,0,40,1791,1811,0,-60,15
20.08.2023 10:15:00 +0200,0,658,2445,1876,0,-90,20
20.08.2023 10:30:00 +0200,0,1176,2953,1883,0,-106,25
20.08.2023 10:45:00 +0200,0,1559,3359,1884,0,-85,31
20.08.2023 11:00:00 +0200,0,1953,3822,1879,0,-10,36
20.08.2023 11:15:00 +0200,0,2151,4067,1868,0,48,41
20.08.2023 11:30:00 +0200,0,1812,3733,1724,0,197,46
20.08.2023 11:45:00 +0200,0,1832,3591,1510,0,251,51
20.08.2023 12:00:00 +0200,0,1855,4065,1498,0,707,55
20.08.2023 12:15:00 +0200,0,3292,5516,1932,0,291,60
20.08.2023 12:30:00 +0200,0,3525,5653,1883,0,247,65
20.08.2023 12:45:00 +0200,0,3519,5865,1971,0,369,71
20.08.2023 13:00:00 +0200,0,2541,4836,1894,0,401,76
20.08.2023 13:15:00 +0200,0,2160,4641,2023,0,460,82
20.08.2023 13:30:00 +0200,0,366,2291,1151,0,778,87
20.08.2023 13:45:00 +0200,0,1139,3700,1517,0,1040,90
20.08.2023 14:00:00 +0200,0,2233,5722,3025,0,465,96
20.08.2023 14:15:00 +0200,0,4678,5501,350,0,472,99
20.08.2023 14:30:00 +0200,0,5374,5805,0,28,460,100
20.08.2023 14:45:00 +0200,0,5504,5963,0,33,498,100
20.08.2023 15:00:00 +0200,0,2255,3286,0,49,1081,100
20.08.2023 15:15:00 +0200,0,2470,3980,0,26,1530,100
20.08.2023 15:30:00 +0200,0,4824,5948,0,27,1154,100
20.08.2023 15:45:00 +0200,0,5706,6248,0,26,568,100
20.08.2023 16:00:00 +0200,0,3562,4742,0,69,1248,100
20.08.2023 16:15:00 +0200,0,3304,4751,213,0,1234,100
20.08.2023 16:30:00 +0200,0,5044,5432,0,33,421,100
20.08.2023 16:45:00 +0200,0,4322,4654,0,33,364,100
20.08.2023 17:00:00 +0200,0,4086,4980,0,32,928,100
20.08.2023 17:15:00 +0200,0,2926,3267,0,31,371,100
20.08.2023 17:30:00 +0200,0,2445,2841,0,31,427,100
20.08.2023 17:45:00 +0200,0,3407,3803,0,30,426,100
20.08.2023 18:00:00 +0200,0,2692,3094,0,31,434,100
20.08.2023 18:15:00 +0200,0,2148,2521,0,30,404,100
20.08.2023 18:30:00 +0200,0,1730,2129,0,30,431,100
20.08.2023 18:45:00 +0200,0,1271,1596,0,29,354,100
20.08.2023 19:00:00 +0200,0,715,1048,0,30,363,100
20.08.2023 19:15:00 +0200,0,384,694,0,29,339,100
20.08.2023 19:30:00 +0200,0,103,440,0,29,367,100
20.08.2023 19:45:00 +0200,18,0,208,0,184,409,100
20.08.2023 20:00:00 +0200,0,14,97,0,361,444,99
20.08.2023 20:15:00 +0200,0,15,41,0,383,410,98
20.08.2023 20:30:00 +0200,0,0,27,0,448,475,97
20.08.2023 20:45:00 +0200,27,0,16,0,443,486,96
20.08.2023 21:00:00 +0200,0,16,1,0,456,441,94
20.08.2023 21:15:00 +0200,29,0,0,0,396,425,93
20.08.2023 21:30:00 +0200,37,0,0,0,381,418,92
20.08.2023 21:45:00 +0200,0,16,0,0,481,464,91
20.08.2023 22:00:00 +0200,0,11,0,0,529,518,90
20.08.2023 22:15:00 +0200,5,0,0,0,868,873,88
20.08.2023 22:30:00 +0200,17,0,0,0,1543,1560,85
20.08.2023 22:45:00 +0200,0,20,0,0,500,479,82
20.08.2023 23:00:00 +0200,7,0,0,0,434,441,80
20.08.2023 23:15:00 +0200,20,0,0,0,388,408,79
20.08.2023 23:30:00 +0200,16,0,0,0,422,439,78
20.08.2023 23:45:00 +0200,22,0,0,0,373,395,77
21.08.2023 00:00:00 +0200,32,0,0,0,379,411,76
21.08.2023 00:15:00 +0200,0,15,0,0,454,439,75
21.08.2023 00:30:00 +0200,0,18,0,0,426,409,74
21.08.2023 00:45:00 +0200,0,19,0,0,426,408,73
21.08.2023 01:00:00 +0200,4,0,0,0,400,403,72
21.08.2023 01:15:00 +0200,19,0,0,0,329,348,71
21.08.2023 01:30:00 +0200,22,0,0,0,328,351,70
21.08.2023 01:45:00 +0200,0,3,0,0,377,374,69
21.08.2023 02:00:00 +0200,23,0,0,0,348,372,68
21.08.2023 02:15:00 +0200,18,0,0,0,370,388,67
21.08.2023 02:30:00 +0200,0,13,0,0,481,467,66
21.08.2023 02:45:00 +0200,0,17,0,0,491,475,65
21.08.2023 03:00:00 +0200,0,9,0,0,457,448,64
21.08.2023 03:15:00 +0200,23,0,0,0,381,403,63
21.08.2023 03:30:00 +0200,14,0,0,0,397,410,62
21.08.2023 03:45:00 +0200,20,0,0,0,375,395,61
21.08.2023 04:00:00 +0200,33,0,0,0,350,384,60
21.08.2023 04:15:00 +0200,16,0,0,0,424,440,59
21.08.2023 04:30:00 +0200,0,15,0,0,494,479,57
21.08.2023 04:45:00 +0200,0,21,0,0,471,450,56
21.08.2023 05:00:00 +0200,0,9,0,0,470,461,55
21.08.2023 05:15:00 +0200,3,0,0,0,470,472,53
21.08.2023 05:30:00 +0200,13,0,0,0,1537,1551,51
21.08.2023 05:45:00 +0200,0,7,4,0,847,844,47
21.08.2023 06:00:00 +0200,0,25,17,0,432,424,45
21.08.2023 06:15:00 +0200,0,10,30,0,408,429,44
21.08.2023 06:30:00 +0200,0,2,41,0,379,418,43
21.08.2023 06:45:00 +0200,0,11,91,0,347,427,42
21.08.2023 07:00:00 +0200,0,8,142,0,200,335,42
21.08.2023 07:15:00 +0200,15,0,173,0,149,336,41
21.08.2023 07:30:00 +0200,0,7,199,0,65,257,41
21.08.2023 07:45:00 +0200,0,156,304,42,0,105,41
21.08.2023 08:00:00 +0200,0,281,348,37,0,31,40
21.08.2023 08:15:00 +0200,0,435,376,33,0,-92,40
21.08.2023 08:30:00 +0200,0,500,446,38,0,-93,40
21.08.2023 08:45:00 +0200,0,560,567,48,0,-42,40
21.08.2023 09:00:00 +0200,0,805,773,31,0,-63,40
21.08.2023 09:15:00 +0200,0,1046,1009,44,0,-81,40
21.08.2023 09:30:00 +0200,0,1125,1234,115,0,-7,40
21.08.2023 09:45:00 +0200,0,993,1604,732,0,-121,41
21.08.2023 10:00:00 +0200,0,1071,1787,728,0,-12,43
21.08.2023 10:15:00 +0200,0,1849,2501,760,0,-109,45
21.08.2023 10:30:00 +0200,0,2373,3022,759,0,-110,47
21.08.2023 10:45:00 +0200,0,2656,3386,759,0,-29,49
21.08.2023 11:00:00 +0200,0,3012,3726,757,0,-44,51
21.08.2023 11:15:00 +0200,0,3295,4052,757,0,0,53
21.08.2023 11:30:00 +0200,0,3453,4241,741,0,47,56
21.08.2023 11:45:00 +0200,0,3988,4731,755,0,-13,58
21.08.2023 12:00:00 +0200,0,4174,4936,753,0,10,60
21.08.2023 12:15:00 +0200,0,4174,5048,751,0,123,62
21.08.2023 12:30:00 +0200,0,4843,5768,749,0,174,64
21.08.2023 12:45:00 +0200,0,4802,6363,748,0,812,66
21.08.2023 13:00:00 +0200,0,4368,6371,763,0,1240,68
21.08.2023 13:15:00 +0200,0,4912,6054,759,0,383,70
21.08.2023 13:30:00 +0200,0,5057,6468,957,0,454,73
21.08.2023 13:45:00 +0200,0,4517,5996,1023,0,458,75
21.08.2023 14:00:00 +0200,0,1484,2853,867,0,507,78
21.08.2023 14:15:00 +0200,0,2679,4155,985,0,485,80
21.08.2023 14:30:00 +0200,0,4532,6070,1066,0,472,83
21.08.2023 14:45:00 +0200,0,5314,6662,768,0,581,86
21.08.2023 15:00:00 +0200,0,5249,6478,610,0,618,88
21.08.2023 15:15:00 +0200,0,5324,6384,406,0,654,89
21.08.2023 15:30:00 +0200,0,5454,6400,305,0,640,90
21.08.2023 15:45:00 +0200,0,5227,6057,154,0,677,91
21.08.2023 16:00:00 +0200,0,4756,6048,690,0,602,92
21.08.2023 16:15:00 +0200,0,4427,5598,720,0,452,94
21.08.2023 16:30:00 +0200,0,3475,5537,1622,0,441,98
21.08.2023 16:45:00 +0200,0,3835,4257,0,33,455,100
21.08.2023 17:00:00 +0200,0,4355,4794,0,33,473,100
21.08.2023 17:15:00 +0200,0,3901,4355,0,34,488,100
21.08.2023 17:30:00 +0200,0,3621,4024,0,32,436,100
21.08.2023 17:45:00 +0200,0,3194,3595,0,31,433,100
21.08.2023 18:00:00 +0200,0,2776,3136,0,31,391,100
21.08.2023 18:15:00 +0200,0,2283,2624,0,31,372,100
21.08.2023 18:30:00 +0200,0,1793,2075,0,30,313,100
21.08.2023 18:45:00 +0200,0,1387,1663,0,30,306,100
21.08.2023 19:00:00 +0200,0,820,1078,0,30,288,100
21.08.2023 19:15:00 +0200,0,276,615,0,29,369,100
21.08.2023 19:30:00 +0200,0,77,391,0,29,343,100
21.08.2023 19:45:00 +0200,8,0,205,0,161,373,100
21.08.2023 20:00:00 +0200,23,0,117,0,215,355,99
21.08.2023 20:15:00 +0200,0,2,49,0,315,362,98
21.08.2023 20:30:00 +0200,8,0,21,0,1216,1245,97
21.08.2023 20:45:00 +0200,17,0,18,0,948,983,93
21.08.2023 21:00:00 +0200,0,7,9,0,430,432,92
21.08.2023 21:15:00 +0200,0,2,5,0,495,498,90
21.08.2023 21:30:00 +0200,4,0,0,0,511,514,89
21.08.2023 21:45:00 +0200,2,0,0,0,482,484,88
21.08.2023 22:00:00 +0200,8,0,0,0,491,500,86
21.08.2023 22:15:00 +0200,0,30,0,0,505,475,85
21.08.2023 22:30:00 +0200,0,35,0,0,458,423,84
21.08.2023 22:45:00 +0200,0,23,0,0,466,442,82
21.08.2023 23:00:00 +0200,0,33,0,0,449,416,81
21.08.2023 23:15:00 +0200,0,30,0,0,496,466,80
21.08.2023 23:30:00 +0200,0,9,0,0,491,482,79
21.08.2023 23:45:00 +0200,0,15,0,0,491,476,77
22.08.2023 00:00:00 +0200,0,13,0,0,509,496,76
22.08.2023 00:15:00 +0200,0,8,0,0,477,468,75
22.08.2023 00:30:00 +0200,7,0,0,0,441,448,73
22.08.2023 00:45:00 +0200,0,20,0,0,451,431,72
22.08.2023 01:00:00 +0200,0,17,0,0,425,408,71
22.08.2023 01:15:00 +0200,0,21,0,0,450,430,70
22.08.2023 01:30:00 +0200,9,0,0,0,463,472,69
22.08.2023 01:45:00 +0200,2,0,0,0,470,471,68
22.08.2023 02:00:00 +0200,0,6,0,0,477,472,66
22.08.2023 02:15:00 +0200,20,0,0,0,376,397,65
22.08.2023 02:30:00 +0200,17,0,0,0,355,373,64
22.08.2023 02:45:00 +0200,0,5,0,0,357,352,63
22.08.2023 03:00:00 +0200,14,0,0,0,309,323,62
22.08.2023 03:15:00 +0200,16,0,0,0,309,325,62
22.08.2023 03:30:00 +0200,15,0,0,0,345,360,61
22.08.2023 03:45:00 +0200,18,0,0,0,371,390,60
22.08.2023 04:00:00 +0200,19,0,0,0,1138,1157,58
22.08.2023 04:15:00 +0200,7,0,0,0,1154,1161,54
22.08.2023 04:30:00 +0200,17,0,0,0,373,390,52
22.08.2023 04:45:00 +0200,0,31,0,0,491,460,51
22.08.2023 05:00:00 +0200,0,8,0,0,414,407,50
22.08.2023 05:15:00 +0200,0,16,0,0,461,445,49
22.08.2023 05:30:00 +0200,0,4,1,0,432,430,47
22.08.2023 05:45:00 +0200,2,0,1,0,444,447,46
22.08.2023 06:00:00 +0200,0,13,13,0,529,529,45
22.08.2023 06:15:00 +0200,0,22,17,0,490,485,43
22.08.2023 06:30:00 +0200,0,19,26,0,455,462,42
22.08.2023 06:45:00 +0200,0,0,36,0,461,498,41
22.08.2023 07:00:00 +0200,3,0,37,0,367,406,40
22.08.2023 07:15:00 +0200,0,17,84,0,300,366,39
22.08.2023 07:30:00 +0200,0,8,194,0,181,366,38
22.08.2023 07:45:00 +0200,0,1,269,0,30,298,38
22.08.2023 08:00:00 +0200,13,0,203,0,81,298,37
22.08.2023 08:15:00 +0200,0,289,409,29,0,90,37
22.08.2023 08:30:00 +0200,0,539,633,27,0,67,37
22.08.2023 08:45:00 +0200,0,640,766,24,0,103,37
22.08.2023 09:00:00 +0200,0,807,894,20,0,67,37
22.08.2023 09:15:00 +0200,0,895,1294,465,0,-67,37
22.08.2023 09:30:00 +0200,0,1023,1689,762,0,-97,39
22.08.2023 09:45:00 +0200,0,407,1283,743,0,134,41
22.08.2023 10:00:00 +0200,0,888,1630,745,0,-4,43
22.08.2023 10:15:00 +0200,0,2143,2797,747,0,-94,45
22.08.2023 10:30:00 +0200,0,1968,2777,748,0,61,47
22.08.2023 10:45:00 +0200,0,1820,2640,748,0,71,49
22.08.2023 11:00:00 +0200,0,2990,3788,749,0,48,51
22.08.2023 11:15:00 +0200,0,1810,2713,749,0,155,53
22.08.2023 11:30:00 +0200,0,48,1964,663,0,1253,55
22.08.2023 11:45:00 +0200,0,1695,2844,752,0,393,57
22.08.2023 12:00:00 +0200,0,3816,4661,775,0,71,59
22.08.2023 12:15:00 +0200,0,4695,5631,801,0,137,61
22.08.2023 12:30:00 +0200,0,4276,5340,781,0,282,64
22.08.2023 12:45:00 +0200,0,4287,5396,775,0,333,66
22.08.2023 13:00:00 +0200,0,5237,6523,981,0,304,68
22.08.2023 13:15:00 +0200,0,3593,4292,267,0,433,70
22.08.2023 13:30:00 +0200,0,4196,5454,837,0,420,71
22.08.2023 13:45:00 +0200,0,3846,5168,920,0,401,74
22.08.2023 14:00:00 +0200,0,4993,6554,1139,0,424,77
22.08.2023 14:15:00 +0200,0,4964,6151,760,0,428,79
22.08.2023 14:30:00 +0200,0,5375,6735,850,0,509,82
22.08.2023 14:45:00 +0200,0,5317,6573,703,0,553,84
22.08.2023 15:00:00 +0200,0,5450,6558,498,0,611,86
22.08.2023 15:15:00 +0200,0,5460,6373,292,0,621,87
22.08.2023 15:30:00 +0200,0,4427,5773,698,0,648,88
22.08.2023 15:45:00 +0200,0,4649,6021,740,0,633,90
22.08.2023 16:00:00 +0200,0,4701,6042,734,0,608,92
22.08.2023 16:15:00 +0200,0,4382,5535,724,0,429,94
22.08.2023 16:30:00 +0200,0,3428,5539,1628,0,483,98
22.08.2023 16:45:00 +0200,0,4805,5304,7,0,493,100
22.08.2023 17:00:00 +0200,0,4278,4771,0,32,525,100
22.08.2023 17:15:00 +0200,0,3948,4390,0,32,474,100
22.08.2023 17:30:00 +0200,0,3523,3963,0,32,473,100
22.08.2023 17:45:00 +0200,0,3175,3553,0,31,410,100
22.08.2023 18:00:00 +0200,0,2732,3092,0,30,390,100
22.08.2023 18:15:00 +0200,0,2029,2638,0,30,639,100
22.08.2023 18:30:00 +0200,0,652,2125,0,29,1502,100
22.08.2023 18:45:00 +0200,0,1252,1557,0,28,335,100
22.08.2023 19:00:00 +0200,0,641,1027,0,28,414,100
22.08.2023 19:15:00 +0200,0,301,676,0,29,403,100
22.08.2023 19:30:00 +0200,0,14,390,0,55,432,100
22.08.2023 19:45:00 +0200,12,0,187,0,209,408,99
22.08.2023 20:00:00 +0200,0,7,99,0,334,426,99
22.08.2023 20:15:00 +0200,11,0,41,0,311,362,98
22.08.2023 20:30:00 +0200,27,0,23,0,356,407,97
22.08.2023 20:45:00 +0200,0,17,21,0,451,455,96
22.08.2023 21:00:00 +0200,0,3,9,0,483,488,95
22.08.2023 21:15:00 +0200,0,17,5,0,462,449,94
22.08.2023 21:30:00 +0200,0,10,0,0,424,414,92
22.08.2023 21:45:00 +0200,0,0,0,0,438,438,91
22.08.2023 22:00:00 +0200,0,25,0,0,431,406,90
22.08.2023 22:15:00 +0200,0,9,0,0,405,396,89
22.08.2023 22:30:00 +0200,26,0,0,0,333,359,88
22.08.2023 22:45:00 +0200,19,0,0,0,334,353,87
22.08.2023 23:00:00 +0200,2,0,0,0,377,379,86
22.08.2023 23:15:00 +0200,33,0,0,0,370,403,85
22.08.2023 23:30:00 +0200,14,0,0,0,446,460,84
22.08.2023 23:45:00 +0200,0,10,0,0,511,501,83
23.08.2023 00:00:00 +0200,0,16,0,0,496,480,82
23.08.2023 00:15:00 +0200,0,7,0,0,507,500,80
23.08.2023 00:30:00 +0200,27,0,0,0,387,414,79
23.08.2023 00:45:00 +0200,32,0,0,0,381,413,78
23.08.2023 01:00:00 +0200,0,23,0,0,466,442,77
23.08.2023 01:15:00 +0200,0,14,0,0,453,439,76
23.08.2023 01:30:00 +0200,13,0,0,0,478,490,75
23.08.2023 01:45:00 +0200,1,0,0,0,490,492,73
23.08.2023 02:00:00 +0200,0,8,0,0,598,590,72
23.08.2023 02:15:00 +0200,11,0,0,0,1598,1609,69
23.08.2023 02:30:00 +0200,0,0,0,0,652,651,65
23.08.2023 02:45:00 +0200,23,0,0,0,353,376,64
23.08.2023 03:00:00 +0200,12,0,0,0,385,397,63
23.08.2023 03:15:00 +0200,0,30,0,0,425,395,62
23.08.2023 03:30:00 +0200,5,0,0,0,437,442,61
23.08.2023 03:45:00 +0200,8,0,0,0,440,447,60
23.08.2023 04:00:00 +0200,0,12,0,0,478,466,59
23.08.2023 04:15:00 +0200,0,36,0,0,477,441,57
23.08.2023 04:30:00 +0200,0,27,0,0,458,431,56
23.08.2023 04:45:00 +0200,0,21,0,0,406,384,55
23.08.2023 05:00:00 +0200,0,23,0,0,348,325,54
23.08.2023 05:15:00 +0200,2,0,0,0,348,350,53
23.08.2023 05:30:00 +0200,0,16,2,0,409,393,52
23.08.2023 05:45:00 +0200,0,23,8,0,469,453,51
23.08.2023 06:00:00 +0200,0,21,18,0,425,422,50
23.08.2023 06:15:00 +0200,24,0,31,0,324,379,49
23.08.2023 06:30:00 +0200,6,0,38,0,338,382,48
23.08.2023 06:45:00 +0200,8,0,65,0,267,340,47
23.08.2023 07:00:00 +0200,0,12,90,0,226,304,46
23.08.2023 07:15:00 +0200,0,6,156,0,179,328,46
23.08.2023 07:30:00 +0200,0,8,196,0,130,318,45
23.08.2023 07:45:00 +0200,0,115,340,28,0,197,45
23.08.2023 08:00:00 +0200,0,334,467,12,0,120,44
23.08.2023 08:15:00 +0200,0,544,649,12,0,94,44
